country,county,updatedAt,stats,coordinates,province
United Kingdom,,2020-08-17 04:27:20,"{'confirmed': 336, 'deaths': 24, 'recovered': 312}","{'latitude': '54.2361', 'longitude': '-4.5481'}",Isle of Man
United Kingdom,,2020-08-17 04:27:20,"{'confirmed': 13, 'deaths': 1, 'recovered': 12}","{'latitude': '16.742498', 'longitude': '-62.187366'}",Montserrat
United Kingdom,,2020-08-17 04:27:20,"{'confirmed': 6391, 'deaths': 557, 'recovered': 0}","{'latitude': '54.7877', 'longitude': '-6.4923'}",Northern Ireland
United Kingdom,,2020-08-17 04:27:20,"{'confirmed': 19332, 'deaths': 2491, 'recovered': 0}","{'latitude': '56.4907', 'longitude': '-4.2026'}",Scotland
United Kingdom,,2020-08-17 04:27:20,"{'confirmed': 298, 'deaths': 2, 'recovered': 55}","{'latitude': '21.694000000000006', 'longitude': '-71.7979'}",Turks and Caicos Islands
United Kingdom,,2020-08-17 04:27:20,"{'confirmed': 0, 'deaths': 0, 'recovered': 0}","{'latitude': '', 'longitude': ''}",Unknown
United Kingdom,,2020-08-17 04:27:20,"{'confirmed': 17561, 'deaths': 1586, 'recovered': 0}","{'latitude': '52.1307', 'longitude': '-3.7837'}",Wales
Uruguay,,2020-08-17 04:27:20,"{'confirmed': 1440, 'deaths': 38, 'recovered': 1200}","{'latitude': '-32.5228', 'longitude': '-55.7658'}",
Uzbekistan,,2020-08-17 04:27:20,"{'confirmed': 35329, 'deaths': 232, 'recovered': 30973}","{'latitude': '41.377491', 'longitude': '64.585262'}",
Venezuela,,2020-08-17 04:27:20,"{'confirmed': 33755, 'deaths': 281, 'recovered': 22700}","{'latitude': '6.4238', 'longitude': '-66.5897'}",
Vietnam,,2020-08-17 04:27:20,"{'confirmed': 964, 'deaths': 24, 'recovered': 456}","{'latitude': '14.058324', 'longitude': '108.277199'}",
West Bank and Gaza,,2020-08-17 04:27:20,"{'confirmed': 16534, 'deaths': 110, 'recovered': 9838}","{'latitude': '31.9522', 'longitude': '35.2332'}",
Western Sahara,,2020-08-17 04:27:20,"{'confirmed': 10, 'deaths': 1, 'recovered': 8}","{'latitude': '24.2155', 'longitude': '-12.8858'}",
Yemen,,2020-08-17 04:27:20,"{'confirmed': 1869, 'deaths': 530, 'recovered': 1013}","{'latitude': '15.552727', 'longitude': '48.516388'}",
Zambia,,2020-08-17 04:27:20,"{'confirmed': 9343, 'deaths': 260, 'recovered': 8412}","{'latitude': '-13.133897', 'longitude': '27.849332'}",
Zimbabwe,,2020-08-17 04:27:20,"{'confirmed': 5261, 'deaths': 132, 'recovered': 2092}","{'latitude': '-19.015438', 'longitude': '29.154857'}",
US,Autauga,2020-08-17 04:27:20,"{'confirmed': 108433, 'deaths': 1898, 'recovered': 0}","{'latitude': '32.53952745', 'longitude': '-86.64408227'}",Alabama
US,Aleutians East,2020-08-17 04:27:20,"{'confirmed': 4259, 'deaths': 28, 'recovered': 0}","{'latitude': '55.32222414', 'longitude': '-161.9722021'}",Alaska
US,Apache,2020-08-17 04:27:20,"{'confirmed': 193537, 'deaths': 4506, 'recovered': 0}","{'latitude': '35.39465006', 'longitude': '-109.4892383'}",Arizona
US,Arkansas,2020-08-17 04:27:20,"{'confirmed': 52665, 'deaths': 599, 'recovered': 0}","{'latitude': '34.29145151', 'longitude': '-91.37277296'}",Arkansas
US,Alameda,2020-08-17 04:27:20,"{'confirmed': 623873, 'deaths': 11243, 'recovered': 0}","{'latitude': '37.64629437', 'longitude': '-121.8929271'}",California
US,Adams,2020-08-17 04:27:20,"{'confirmed': 53157, 'deaths': 1896, 'recovered': 0}","{'latitude': '39.87432092', 'longitude': '-104.3362578'}",Colorado
US,Fairfield,2020-08-17 04:27:20,"{'confirmed': 50897, 'deaths': 4453, 'recovered': 0}","{'latitude': '41.26809896', 'longitude': '-73.3881171'}",Connecticut
US,Kent,2020-08-17 04:27:20,"{'confirmed': 16451, 'deaths': 593, 'recovered': 0}","{'latitude': '39.08646628', 'longitude': '-75.56884914'}",Delaware
US,District of Columbia,2020-08-17 04:27:20,"{'confirmed': 13220, 'deaths': 597, 'recovered': 0}","{'latitude': '38.90417773', 'longitude': '-77.01655992'}",District of Columbia
US,Alachua,2020-08-17 04:27:20,"{'confirmed': 573416, 'deaths': 9452, 'recovered': 0}","{'latitude': '29.67866525', 'longitude': '-82.35928158'}",Florida
US,Appling,2020-08-17 04:27:20,"{'confirmed': 237030, 'deaths': 4702, 'recovered': 0}","{'latitude': '31.74847232', 'longitude': '-82.28909114'}",Georgia
US,Hawaii,2020-08-17 04:27:20,"{'confirmed': 5042, 'deaths': 40, 'recovered': 0}","{'latitude': '19.60121157', 'longitude': '-155.5210167'}",Hawaii
US,Ada,2020-08-17 04:27:20,"{'confirmed': 27656, 'deaths': 269, 'recovered': 0}","{'latitude': '43.4526575', 'longitude': '-116.24155159999998'}",Idaho
US,Adams,2020-08-17 04:27:20,"{'confirmed': 207412, 'deaths': 7955, 'recovered': 0}","{'latitude': '39.98815591', 'longitude': '-91.18786813'}",Illinois
US,Adams,2020-08-17 04:27:20,"{'confirmed': 80415, 'deaths': 3133, 'recovered': 0}","{'latitude': '40.7457653', 'longitude': '-84.93671406'}",Indiana
US,Adair,2020-08-17 04:27:20,"{'confirmed': 52447, 'deaths': 975, 'recovered': 0}","{'latitude': '41.33075609', 'longitude': '-94.47105874'}",Iowa
US,Allen,2020-08-17 04:27:20,"{'confirmed': 33885, 'deaths': 406, 'recovered': 0}","{'latitude': '37.88582951', 'longitude': '-95.30030847'}",Kansas
US,Adair,2020-08-17 04:27:20,"{'confirmed': 38930, 'deaths': 810, 'recovered': 0}","{'latitude': '37.10459774', 'longitude': '-85.28129668'}",Kentucky
US,Acadia,2020-08-17 04:27:20,"{'confirmed': 137918, 'deaths': 4507, 'recovered': 0}","{'latitude': '30.2950649', 'longitude': '-92.41419698'}",Louisiana
US,Androscoggin,2020-08-17 04:27:20,"{'confirmed': 4168, 'deaths': 127, 'recovered': 0}","{'latitude': '44.1664747', 'longitude': '-70.20380627'}",Maine
US,Allegany,2020-08-17 04:27:20,"{'confirmed': 100212, 'deaths': 3639, 'recovered': 0}","{'latitude': '39.62357628', 'longitude': '-78.69280486'}",Maryland
US,Barnstable,2020-08-17 04:27:20,"{'confirmed': 123593, 'deaths': 8838, 'recovered': 0}","{'latitude': '41.72980578', 'longitude': '-70.28854339'}",Massachusetts
US,Alcona,2020-08-17 04:27:20,"{'confirmed': 102259, 'deaths': 6592, 'recovered': 0}","{'latitude': '44.6846864', 'longitude': '-83.59507875'}",Michigan
US,Aitkin,2020-08-17 04:27:20,"{'confirmed': 65152, 'deaths': 1752, 'recovered': 0}","{'latitude': '46.60962049', 'longitude': '-93.4116826'}",Minnesota
US,Adams,2020-08-17 04:27:20,"{'confirmed': 72136, 'deaths': 2084, 'recovered': 0}","{'latitude': '31.47669768', 'longitude': '-91.35326037'}",Mississippi
US,Adair,2020-08-17 04:27:20,"{'confirmed': 68196, 'deaths': 1383, 'recovered': 0}","{'latitude': '40.19058551', 'longitude': '-92.60078167'}",Missouri
US,Beaverhead,2020-08-17 04:27:20,"{'confirmed': 5750, 'deaths': 82, 'recovered': 0}","{'latitude': '45.13434354', 'longitude': '-112.8984694'}",Montana
US,Adams,2020-08-17 04:27:20,"{'confirmed': 30372, 'deaths': 361, 'recovered': 0}","{'latitude': '40.52449420000001', 'longitude': '-98.50117804'}",Nebraska
US,Carson City,2020-08-17 04:27:20,"{'confirmed': 61305, 'deaths': 1072, 'recovered': 0}","{'latitude': '39.15509045', 'longitude': '-119.7480219'}",Nevada
US,Belknap,2020-08-17 04:27:20,"{'confirmed': 6988, 'deaths': 423, 'recovered': 0}","{'latitude': '43.51637314', 'longitude': '-71.41684235'}",New Hampshire
US,Atlantic,2020-08-17 04:27:20,"{'confirmed': 187455, 'deaths': 15912, 'recovered': 0}","{'latitude': '39.47538693', 'longitude': '-74.65848483'}",New Jersey
US,Bernalillo,2020-08-17 04:27:20,"{'confirmed': 23408, 'deaths': 714, 'recovered': 0}","{'latitude': '35.05163625', 'longitude': '-106.6703554'}",New Mexico
US,Albany,2020-08-17 04:27:20,"{'confirmed': 425508, 'deaths': 32840, 'recovered': 0}","{'latitude': '42.60060306', 'longitude': '-73.97723916'}",New York
US,Alamance,2020-08-17 04:27:20,"{'confirmed': 144952, 'deaths': 2347, 'recovered': 0}","{'latitude': '36.0434701', 'longitude': '-79.39976137'}",North Carolina
US,Adams,2020-08-17 04:27:20,"{'confirmed': 8587, 'deaths': 125, 'recovered': 0}","{'latitude': '46.09686891', 'longitude': '-102.5285397'}",North Dakota
US,Adams,2020-08-17 04:27:20,"{'confirmed': 108287, 'deaths': 3826, 'recovered': 0}","{'latitude': '38.84541072', 'longitude': '-83.4718964'}",Ohio
US,Adair,2020-08-17 04:27:20,"{'confirmed': 48342, 'deaths': 661, 'recovered': 0}","{'latitude': '35.88494195', 'longitude': '-94.65859267'}",Oklahoma
US,Baker,2020-08-17 04:27:20,"{'confirmed': 23262, 'deaths': 388, 'recovered': 0}","{'latitude': '44.70915557', 'longitude': '-117.6749883'}",Oregon
US,Adams,2020-08-17 04:27:20,"{'confirmed': 129070, 'deaths': 7453, 'recovered': 0}","{'latitude': '39.87140411', 'longitude': '-77.21610347'}",Pennsylvania
US,Adjuntas,2020-08-17 04:27:20,"{'confirmed': 26006, 'deaths': 335, 'recovered': 0}","{'latitude': '18.180117000000006', 'longitude': '-66.754367'}",Puerto Rico
US,Bristol,2020-08-17 04:27:20,"{'confirmed': 20335, 'deaths': 1021, 'recovered': 0}","{'latitude': '41.71018079', 'longitude': '-71.28652315'}",Rhode Island
US,Abbeville,2020-08-17 04:27:20,"{'confirmed': 106497, 'deaths': 2269, 'recovered': 0}","{'latitude': '34.22333378', 'longitude': '-82.46170658'}",South Carolina
US,Aurora,2020-08-17 04:27:20,"{'confirmed': 10274, 'deaths': 153, 'recovered': 0}","{'latitude': '43.71757685', 'longitude': '-98.56050467'}",South Dakota
US,Anderson,2020-08-17 04:27:20,"{'confirmed': 133708, 'deaths': 1366, 'recovered': 0}","{'latitude': '36.12684348', 'longitude': '-84.19965764'}",Tennessee
US,Anderson,2020-08-17 04:27:20,"{'confirmed': 555394, 'deaths': 10396, 'recovered': 0}","{'latitude': '31.81534745', 'longitude': '-95.65354823'}",Texas
US,Bear River,2020-08-17 04:27:20,"{'confirmed': 46652, 'deaths': 363, 'recovered': 0}","{'latitude': '41.52106798', 'longitude': '-113.0832816'}",Utah
US,Addison,2020-08-17 04:27:20,"{'confirmed': 1515, 'deaths': 58, 'recovered': 0}","{'latitude': '44.03217337', 'longitude': '-73.14130877'}",Vermont
US,Accomack,2020-08-17 04:27:20,"{'confirmed': 106687, 'deaths': 2381, 'recovered': 0}","{'latitude': '37.76707161', 'longitude': '-75.63234615'}",Virginia
US,Adams,2020-08-17 04:27:20,"{'confirmed': 67461, 'deaths': 1781, 'recovered': 0}","{'latitude': '46.98299757', 'longitude': '-118.5601734'}",Washington
US,Barbour,2020-08-17 04:27:20,"{'confirmed': 8567, 'deaths': 160, 'recovered': 0}","{'latitude': '39.1307219', 'longitude': '-80.00350858'}",West Virginia
US,Adams,2020-08-17 04:27:20,"{'confirmed': 65741, 'deaths': 1039, 'recovered': 0}","{'latitude': '43.96974651', 'longitude': '-89.76782777'}",Wisconsin
US,Albany,2020-08-17 04:27:20,"{'confirmed': 3286, 'deaths': 30, 'recovered': 0}","{'latitude': '41.65498705', 'longitude': '-105.7235415'}",Wyoming
